id;deleted;created_date;last_modified_date;created_by;last_modified_by;last_name;first_name;dni;birth_date;address;cuil;plan_social;trabaja;apellido_tutor;nombre_tutor;estudio_primario_tutor;estudio_secundario_tutor;estudio_ter_univ_tutor;dni_tutor;cuil_tutor;telefono1;telefono2;foto_dni;constancia_cuil;constancia6grado;acta_nacimiento;constancia_regular;foto4x4;foto_carnet_vac;ficha_medica;aptitud_fisica;grupo_sanguineo;ficha_inscripcion;libreta6grado;fotocopia_libro_matriz;fotocopia_dni_tutor;constancia_cuil_tutor;localidad_entity_id;parentesco_tutor_entity_id
1774;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Natalia;45377431;2013-10-23;Av. Corrientes 145;27-45377431-2;false;false;Domínguez;Isabella;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25317440;23-25317440-4;11-5113-8255;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1775;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Milagros;51962355;2011-04-26;Chacabuco 2256;27-51962355-8;false;false;Guzmán;Camila;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28352085;23-28352085-4;11-5787-9692;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;false;;
1776;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Gonzalo;46034427;2012-11-06;Esmeralda 2396;20-46034427-2;false;false;López;Micaela;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;23476422;27-23476422-0;11-4387-5036;;false;true;true;true;true;false;true;false;true;true;true;false;false;true;true;;
1777;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Gustavo;46546182;2009-01-04;Urquiza 2690;23-46546182-9;true;false;Torres;Jorge;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23713878;20-23713878-4;11-4492-4557;;true;true;true;true;true;false;false;true;false;true;true;false;false;true;true;;
1778;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Facundo;50804951;2009-05-08;Av. de Mayo 3362;20-50804951-0;false;false;Ortega;Santiago;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;33473422;20-33473422-7;11-5745-5676;11-4519-6932;true;true;true;true;true;true;true;true;true;true;true;false;false;true;true;;
1779;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ortega;Facundo;51202791;2009-04-10;Piedras 3304;20-51202791-2;true;false;Herrera;Daniela;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22185348;27-22185348-8;11-5492-2989;;true;true;false;true;true;false;false;false;true;true;true;true;true;false;true;;
1780;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Gabriela;47724203;2013-01-20;Santiago del Estero 370;27-47724203-6;false;false;Álvarez;Agustín;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31146331;20-31146331-5;11-4468-7431;;true;false;true;true;false;false;true;true;true;false;true;true;true;true;true;;
1781;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Nicolás;48442166;2013-11-20;Alberdi 284;20-48442166-9;false;false;Giménez;Diego;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24007303;20-24007303-0;11-4066-2811;;true;true;true;true;true;false;true;true;true;true;true;true;false;true;true;;
1782;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Cecilia;45453728;2015-02-09;Tucumán 3215;27-45453728-4;true;false;Pérez;Nicolás;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28252582;20-28252582-9;11-5327-4596;;true;true;true;true;true;true;true;false;true;true;true;true;true;true;true;;
1783;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Martina;49109063;2017-10-25;Alberdi 991;23-49109063-4;false;false;Torres;Gonzalo;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;20527105;20-20527105-9;11-5691-6004;;true;true;true;true;true;false;true;false;true;true;true;true;true;true;true;;
1784;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ortega;Miguel;48032940;2016-10-06;Pueyrredón 1069;20-48032940-7;false;false;Torres;Belén;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;21916225;27-21916225-7;11-5921-1342;;true;true;true;true;true;false;true;true;true;true;true;false;false;false;true;;
1785;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Silva;Fernando;51186392;2011-09-02;Pueyrredón 821;23-51186392-9;false;false;Guzmán;Julián;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22953498;20-22953498-0;11-5402-7587;;true;true;true;false;true;true;true;false;true;true;true;true;true;true;true;;
1786;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Tomás;51425839;2013-03-12;Moreno 3372;20-51425839-3;false;false;Guzmán;Gustavo;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;26280394;20-26280394-6;11-5011-4636;;true;true;true;true;true;false;true;false;false;false;true;true;true;true;true;;
1787;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Rocío;48220761;2012-11-10;9 de Julio 4171;27-48220761-3;true;false;Sánchez;Carolina;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;34224586;27-34224586-8;11-4680-7710;11-5906-3751;true;false;true;true;false;true;true;true;true;false;true;true;true;true;true;;
1788;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Matías;46172421;2018-11-20;Colón 904;20-46172421-4;false;false;Acosta;Ezequiel;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27859714;20-27859714-9;11-5531-9728;11-4805-4309;true;false;true;true;true;false;true;false;true;true;true;true;false;true;false;;
1789;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Ignacio;51902994;2012-05-26;Av. Cabildo 321;20-51902994-5;false;false;Rodríguez;Victoria;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;31062348;27-31062348-8;11-5114-3821;11-4018-5081;true;true;true;true;true;true;true;false;false;true;true;false;true;true;true;;
1790;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Catalina;48768922;2017-09-27;Esmeralda 2583;27-48768922-5;false;false;Vargas;Milagros;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28872899;27-28872899-8;11-5182-3814;;true;true;true;true;true;false;true;false;true;true;true;false;false;true;false;;
1791;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;López;Julieta;51620954;2008-09-18;Alberdi 2354;27-51620954-8;false;false;Sánchez;Pedro;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;28020747;20-28020747-1;11-4146-6658;;true;true;true;true;true;false;true;true;true;true;true;true;false;true;true;;
1792;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Fernando;51328424;2011-03-06;Av. de Mayo 1428;20-51328424-2;false;false;Benítez;Catalina;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;32383158;27-32383158-6;11-5631-7693;11-4735-1510;true;true;true;true;true;true;true;true;false;true;true;true;false;true;false;;
1793;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Mariana;47973594;2017-06-25;Belgrano 3130;27-47973594-3;false;false;Rojas;Gabriel;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;20058494;20-20058494-6;11-4027-1069;;true;false;true;true;true;true;true;true;false;true;true;true;true;true;false;;
1794;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Rocío;46608667;2017-12-19;Suipacha 3299;27-46608667-9;false;false;Ortega;Julieta;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;27060894;27-27060894-4;11-4915-8487;;true;true;true;true;true;false;true;true;false;true;true;true;false;true;false;;
1795;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;Federico;50232830;2017-05-28;Chacabuco 3314;20-50232830-2;true;false;Domínguez;Cecilia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24775614;27-24775614-6;11-5381-8335;;true;true;true;true;true;true;true;true;true;true;true;true;false;true;false;;
1796;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Carolina;50065532;2009-12-06;Alberdi 2898;27-50065532-7;false;false;Ortega;Sol;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34741317;27-34741317-3;11-4605-3784;11-4640-1710;true;true;true;true;true;false;true;true;true;false;true;true;true;false;true;;
1797;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;María;50256770;2009-12-24;Chacabuco 3950;27-50256770-0;false;false;Rodríguez;Joaquín;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;29919673;23-29919673-9;11-5227-6561;;true;false;true;true;true;true;true;true;true;false;false;true;true;false;true;;
1798;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Federico;48547610;2016-08-06;Mitre 365;20-48547610-6;false;false;Vargas;Ezequiel;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27447365;20-27447365-8;11-4186-4691;11-4810-6856;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1799;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ramírez;Bautista;48250183;2015-07-08;Chacabuco 3063;20-48250183-5;false;false;González;Carlos;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27655642;20-27655642-9;11-4910-1556;11-5890-4940;true;true;true;false;true;true;true;false;true;true;true;true;true;true;true;;
1800;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Juan;49808417;2014-01-02;9 de Julio 312;20-49808417-7;false;false;López;Lucía;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;22847997;27-22847997-2;11-5121-8241;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1801;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Mariana;48062369;2015-04-19;Tucumán 3686;27-48062369-5;false;false;Molina;Nicolás;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;23358764;20-23358764-9;11-4545-3763;;true;true;false;true;true;true;false;false;false;true;true;true;false;true;true;;
1802;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Santiago;46636816;2014-05-13;Belgrano 1449;20-46636816-5;false;false;Gutiérrez;Micaela;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;25736106;27-25736106-9;11-4500-8740;;true;true;true;true;true;true;false;true;false;true;false;true;true;true;false;;
1803;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Patricia;49369474;2008-12-01;Esmeralda 3066;27-49369474-5;false;false;Guzmán;Belén;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;24489347;27-24489347-9;11-4746-5605;11-4978-4028;false;true;true;true;true;false;true;true;true;true;true;true;false;false;true;;
1804;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ramírez;Jorge;47440735;2017-06-02;Av. Cabildo 4355;20-47440735-8;false;false;Martínez;Nicolás;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;23476441;20-23476441-2;11-4945-8210;11-5002-6921;true;true;true;true;true;true;false;false;true;true;true;false;false;true;false;;
1805;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Lucía;46487140;2016-08-28;Av. Cabildo 1953;27-46487140-9;false;false;Guzmán;Valentina;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;21619732;27-21619732-7;11-4653-5613;11-5528-3052;true;true;true;true;true;true;true;true;false;true;true;false;true;true;true;;
1806;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Sofía;51542741;2008-05-10;San Martín 761;23-51542741-4;false;false;Pérez;Matías;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;30668831;20-30668831-7;11-5309-1454;;true;false;true;true;false;false;true;true;true;false;true;true;true;true;false;;
1807;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Rocío;46029097;2013-08-18;Esmeralda 2114;27-46029097-5;false;false;Romero;Joaquín;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34194317;20-34194317-6;11-5614-2433;;true;true;true;true;true;true;true;true;true;false;false;true;false;true;true;;
1808;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Mateo;46167986;2008-10-26;Maipú 3015;20-46167986-3;true;true;Martínez;Fernando;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;20111276;20-20111276-2;11-4616-5212;;true;true;true;true;true;true;true;false;true;true;true;false;true;true;true;;
1809;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Clara;51275732;2016-10-08;Av. Rivadavia 2514;23-51275732-4;true;false;Acosta;Delfina;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27120598;27-27120598-3;11-5758-7360;;true;true;true;true;true;true;true;true;true;true;true;true;false;false;true;;
1810;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Julieta;47381945;2009-01-05;Colón 3428;27-47381945-2;false;false;Álvarez;Milagros;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27513073;27-27513073-2;11-4844-8244;11-5937-7100;true;true;true;true;true;true;true;false;false;true;true;true;true;true;false;;
1811;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ramírez;Matías;48871616;2016-08-04;Pellegrini 2583;20-48871616-7;false;false;Ruiz;Milagros;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;25392064;27-25392064-0;11-4368-3806;;true;true;false;true;false;true;true;true;false;true;true;true;false;false;false;;
1812;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Federico;47752604;2016-08-11;Piedras 3973;20-47752604-8;true;false;Ruiz;Hernán;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;23471136;23-23471136-9;11-5367-7892;11-5113-3162;true;true;true;true;true;true;true;false;true;true;true;true;false;true;false;;
1813;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Delfina;51384496;2014-12-02;Av. Cabildo 1393;23-51384496-4;false;false;Domínguez;Jorge;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25064444;20-25064444-3;11-5411-9587;11-5186-4318;true;true;true;true;true;true;true;true;false;true;true;true;true;true;true;;
1814;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Facundo;48057242;2012-09-07;San Martín 181;20-48057242-5;false;false;Silva;Agustín;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;24322387;20-24322387-4;11-5908-7312;;true;true;true;true;false;true;false;true;false;true;true;true;false;true;true;;
1815;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Lucía;45687477;2009-11-11;Pueyrredón 136;27-45687477-6;false;false;Ruiz;Luis;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;23437044;20-23437044-9;11-5765-4677;;true;true;false;false;true;false;true;false;true;true;true;true;false;true;true;;
1816;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Carlos;46737558;2011-01-02;Av. de Mayo 194;20-46737558-0;true;false;Romero;Martina;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;32081229;27-32081229-7;11-5354-9851;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1817;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Ana;48910060;2008-08-04;Colón 3194;27-48910060-1;false;false;Ortega;Hernán;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31992485;20-31992485-0;11-5443-1043;;true;true;true;true;true;true;false;true;true;false;true;true;true;false;true;;
1818;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Herrera;Isabella;50495079;2014-03-15;San Martín 1158;23-50495079-4;false;false;Sánchez;Juana;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28890687;23-28890687-4;11-4161-9566;;true;true;true;true;true;false;false;true;true;true;true;true;false;true;true;;
1819;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Herrera;Ezequiel;48155445;2016-10-26;Av. Corrientes 3162;20-48155445-5;false;false;Domínguez;Isabella;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;29072538;27-29072538-6;11-4785-9708;;true;false;true;true;true;true;true;false;true;true;true;true;true;true;true;;
1820;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Natalia;50279467;2012-07-04;Chacabuco 739;27-50279467-7;false;false;Martínez;Lucía;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;29158402;27-29158402-6;11-4406-5498;;true;true;true;true;true;false;false;true;true;true;true;true;true;false;true;;
1821;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Lucas;48160672;2015-01-26;Pueyrredón 2613;20-48160672-2;false;true;López;Clara;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;29780398;27-29780398-6;11-4717-8484;;true;true;true;true;true;true;true;false;true;true;true;true;false;true;true;;
1822;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Martín;48885544;2012-05-24;Urquiza 4483;20-48885544-2;false;false;Flores;Ezequiel;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;22069903;20-22069903-0;11-4669-5329;;true;true;true;true;true;true;true;true;true;false;false;false;true;false;true;;
1823;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Victoria;50633410;2008-01-15;Av. Santa Fe 3258;27-50633410-7;false;false;Medina;Facundo;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29822673;20-29822673-2;11-4986-7771;;true;true;true;true;true;true;false;true;true;true;true;true;true;false;true;;
1824;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Gabriel;51685169;2008-05-06;San Martín 2154;20-51685169-5;false;false;Sánchez;Paula;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34946890;27-34946890-0;11-4140-6814;11-4592-5237;true;false;true;true;false;true;false;true;true;true;true;true;true;true;false;;
1825;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Gabriela;51583093;2013-03-09;Salta 157;27-51583093-1;false;false;Giménez;Facundo;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;29551119;20-29551119-3;11-5442-6498;;true;true;true;true;true;false;false;true;true;false;true;true;true;true;true;;
1826;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Daniela;48536929;2011-04-01;Belgrano 591;27-48536929-0;false;false;Rojas;Federico;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;23265264;20-23265264-1;11-4655-1969;;true;false;true;true;true;true;false;true;true;true;true;true;false;true;false;;
1827;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Lucía;47709963;2012-04-26;Av. de Mayo 3634;27-47709963-2;true;false;Rodríguez;Bautista;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;25978363;20-25978363-2;11-4465-7760;11-4324-9762;true;true;true;true;true;true;true;true;false;true;true;true;true;false;false;;
1828;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Luis;51380776;2010-06-01;Suipacha 1768;20-51380776-8;false;false;Rodríguez;Joaquín;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23837360;20-23837360-4;11-4309-7818;;true;true;true;false;true;false;true;true;false;true;false;true;false;true;true;;
1829;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Diego;49980409;2014-10-02;Av. de Mayo 2176;20-49980409-2;false;false;Molina;Diego;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;24601411;20-24601411-7;11-5829-4117;;true;true;false;true;true;false;false;true;true;true;true;false;true;false;true;;
1830;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Nicolás;46263056;2016-09-11;Tucumán 2798;20-46263056-6;false;false;Giménez;Federico;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;22884428;20-22884428-5;11-5365-5468;;true;true;false;true;true;false;true;true;true;true;true;true;true;true;true;;
1831;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Fernández;Bautista;50202738;2016-02-10;Mitre 4293;20-50202738-8;false;false;Medina;Florencia;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;31358258;27-31358258-8;11-5557-8715;;true;true;true;true;true;false;true;true;true;true;true;false;true;true;true;;
1832;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Florencia;49958027;2008-11-07;Chacabuco 4433;23-49958027-4;false;false;Guzmán;Fernando;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;25213280;20-25213280-6;11-5321-8518;;true;false;false;true;true;true;true;true;false;true;true;true;false;true;true;;
1833;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Cecilia;51165102;2016-07-19;Mitre 2480;27-51165102-1;false;false;Ortega;Ana;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24948988;27-24948988-9;11-4243-6060;11-5978-1679;false;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
1834;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Facundo;50515208;2013-07-23;Santiago del Estero 3266;20-50515208-6;false;true;Torres;Lucía;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;21341049;27-21341049-6;11-4755-5629;11-4273-9343;true;true;true;true;true;true;true;true;true;true;false;true;true;true;true;;
1835;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Ramiro;50293026;2012-04-01;Chacabuco 1893;20-50293026-6;false;false;Acosta;Camila;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;30564879;27-30564879-0;11-5007-5700;11-5012-1296;true;true;true;true;true;false;true;true;true;false;true;true;false;true;true;;
1836;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Fernando;49396022;2015-04-19;Mitre 3021;23-49396022-9;false;false;Medina;Gabriela;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;30538309;27-30538309-6;11-5464-8846;;true;true;true;true;true;true;true;true;true;true;true;true;false;false;true;;
1837;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Sol;45858859;2012-11-22;Pellegrini 306;27-45858859-2;false;false;Ramírez;Camila;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29824651;27-29824651-7;11-4470-8970;;true;false;true;true;true;false;false;true;false;false;true;false;false;false;true;;
1838;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Nicolás;46371722;2015-12-02;Esmeralda 3800;20-46371722-3;false;false;Romano;Patricia;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;21253103;27-21253103-6;11-4080-6218;;true;true;true;true;true;false;true;true;true;true;true;true;true;true;true;;
1839;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Diego;46391684;2008-07-27;Pellegrini 3260;20-46391684-6;false;false;Vargas;María;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24500356;27-24500356-6;11-5424-1584;;true;true;false;true;true;true;true;true;false;true;true;true;true;true;true;;
1840;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Alejandro;47669523;2017-02-17;Alberdi 1784;20-47669523-7;false;true;Giménez;Gabriel;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;34593867;20-34593867-3;11-4103-8623;11-4211-8599;true;true;true;true;true;false;false;true;true;false;true;true;false;true;true;;
1841;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Sol;48007613;2016-05-27;Av. Corrientes 2598;27-48007613-9;false;false;Rodríguez;Gonzalo;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;30998812;20-30998812-5;11-5113-1197;11-5865-8625;true;true;false;true;true;true;false;true;false;true;true;true;false;true;true;;
1842;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Ramiro;49245947;2015-01-18;Chacabuco 918;20-49245947-0;false;false;Medina;Delfina;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;25268608;27-25268608-3;11-5932-9333;;true;true;false;true;true;true;true;true;true;false;true;true;false;true;true;;
1843;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Mateo;46997390;2010-11-06;Salta 2035;20-46997390-6;true;false;Ortega;Martín;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;31951970;20-31951970-0;11-4364-9366;;true;false;true;true;true;true;true;false;true;true;true;false;true;true;true;;
1844;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;López;Fernando;48443896;2018-05-12;Av. Cabildo 1522;20-48443896-0;false;false;Torres;Rocío;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27326422;27-27326422-7;11-5490-3366;;true;true;true;true;true;false;true;true;true;true;true;false;false;true;true;;
